sample_id,action,strategy,seed,requested_count,applied_count,valid,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,runtime_ms,operations,validation_errors,error
00_codexglue_devign_9763,xfg_targeted_dead_code,code_perturbation,,3,3,True,1152,2411,1200,2519,48,108,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5404.818968001564,inserted 3 unreachable no-op block(s) near XFG-relevant target lines,,
00_codexglue_devign_9763,xfg_targeted_dead_code,code_perturbation,,5,5,True,1152,2411,1232,2591,80,180,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5364.280765999865,inserted 5 unreachable no-op block(s) near XFG-relevant target lines,,
00_codexglue_devign_9763,range_clamp,code_perturbation,,1,1,True,1152,2411,1182,2481,30,70,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5849.139243999161,clamped 1 sensitive sink size/count argument(s) through bounded local variables,,
00_codexglue_devign_9763,range_clamp,code_perturbation,,2,2,True,1152,2411,1212,2549,60,138,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6827.475783000409,clamped 2 sensitive sink size/count argument(s) through bounded local variables,,
00_codexglue_devign_9763,range_clamp,code_perturbation,,3,3,True,1152,2411,1242,2617,90,206,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5302.732715001184,clamped 3 sensitive sink size/count argument(s) through bounded local variables,,
00_codexglue_devign_9763,range_clamp,code_perturbation,,5,3,False,1152,2411,1242,2617,90,206,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5649.282682001285,clamped 3 sensitive sink size/count argument(s) through bounded local variables,,
00_codexglue_devign_9763,safe_source_substitution,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no nested pointer dereference source found,,
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,1,1,True,1152,2411,1162,2432,10,21,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5760.121784000148,inserted 1 early-return bound guard(s) before sensitive sink calls,,
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,2,2,True,1152,2411,1172,2455,20,44,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5847.944320999886,inserted 2 early-return bound guard(s) before sensitive sink calls,,
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,3,3,True,1152,2411,1182,2476,30,65,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5988.972368999384,inserted 3 early-return bound guard(s) before sensitive sink calls,,
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,5,3,False,1152,2411,1182,2476,30,65,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5589.934944999186,inserted 3 early-return bound guard(s) before sensitive sink calls,,
00_codexglue_devign_9763,postcondition_validation,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no matching *_count/*_read pair found for postcondition validation,,
00_codexglue_devign_9763,integer_overflow_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no allocation size addition or multiplication expression found,,
00_codexglue_devign_9763,array_index_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no array write found for index bound guard,,
00_codexglue_devign_9763,wide_char_sink_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no wcscat/wcscpy wide-character sink found,,
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,1,1,True,1152,2411,1207,2512,55,101,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5442.871319000915,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,2,2,True,1152,2411,1262,2613,110,202,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5552.563410001312,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,3,3,True,1152,2411,1317,2714,165,303,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6486.078521998934,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,5,5,True,1152,2411,1427,2916,275,505,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6165.274859000419,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
00_codexglue_devign_9763,control_wrapper,code_perturbation,,1,1,True,1152,2411,1156,2429,4,18,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6035.3663909991155,wrapped 1 safe single-line statement(s) with if (1) blocks,,
00_codexglue_devign_9763,control_wrapper,code_perturbation,,2,2,True,1152,2411,1160,2440,8,29,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5931.600731000799,wrapped 2 safe single-line statement(s) with if (1) blocks,,
00_codexglue_devign_9763,control_wrapper,code_perturbation,,3,3,True,1152,2411,1164,2451,12,40,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5921.334391001437,wrapped 3 safe single-line statement(s) with if (1) blocks,,
00_codexglue_devign_9763,control_wrapper,code_perturbation,,5,5,True,1152,2411,1172,2475,20,64,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,7457.333546999507,wrapped 5 safe single-line statement(s) with if (1) blocks,,
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,1,1,True,1152,2411,1160,2429,8,18,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6748.365163000926,split 1 simple assignment(s) through temporary integer variables,,
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,2,2,True,1152,2411,1168,2447,16,36,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5751.365964000797,split 2 simple assignment(s) through temporary integer variables,,
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,3,3,True,1152,2411,1176,2463,24,52,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6551.030747999903,split 3 simple assignment(s) through temporary integer variables,,
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,5,5,True,1152,2411,1192,2497,40,86,,,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6319.09267699848,split 5 simple assignment(s) through temporary integer variables,,
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,1,1,True,426,932,446,970,20,38,,,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5392.477182000221,inserted 1 alias-preserving data-flow no-op(s) near call arguments,,
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,2,2,True,426,932,466,1008,40,76,,,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5480.416659998809,inserted 2 alias-preserving data-flow no-op(s) near call arguments,,
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,3,3,True,426,932,485,1069,59,137,,,0.07370010763406754,0.011057645082473755,-0.06264246255159378,0,0,False,5652.998874000332,inserted 3 alias-preserving data-flow no-op(s) near call arguments,,
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,5,5,True,426,932,525,1145,99,213,,,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5891.393775000324,inserted 5 alias-preserving data-flow no-op(s) near call arguments,,
01_codexglue_devign_10453,dead_statement,code_perturbation,,1,1,True,426,932,438,959,12,27,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5423.618480999721,inserted 1 harmless dummy integer statement pair(s) after first function brace,,
01_codexglue_devign_10453,dead_statement,code_perturbation,,2,2,True,426,932,450,986,24,54,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5475.500835000275,inserted 2 harmless dummy integer statement pair(s) after first function brace,,
01_codexglue_devign_10453,dead_statement,code_perturbation,,3,3,True,426,932,462,1013,36,81,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5589.858680999896,inserted 3 harmless dummy integer statement pair(s) after first function brace,,
01_codexglue_devign_10453,dead_statement,code_perturbation,,5,5,True,426,932,486,1067,60,135,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5565.126396999403,inserted 5 harmless dummy integer statement pair(s) after first function brace,,
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,1,1,True,426,932,442,968,16,36,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5982.164218999969,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,,
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,2,2,True,426,932,458,1004,32,72,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5404.618295000546,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,,
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,3,3,True,426,932,474,1040,48,108,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5683.465805001106,inserted 3 unreachable no-op block(s) near XFG-relevant target lines,,
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,5,5,True,426,932,506,1112,80,180,,,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5322.827740999855,inserted 5 unreachable no-op block(s) near XFG-relevant target lines,,
01_codexglue_devign_10453,range_clamp,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive call with a clampable size/count argument found,,
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,1,1,True,426,932,434,951,8,19,,,0.07370010763406754,0.00984268356114626,-0.06385742407292128,0,0,False,5931.718550000369,replaced 1 nested pointer source expression(s) with guarded fallback expressions,,
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,2,2,True,426,932,442,969,16,37,,,0.07370010763406754,0.005275011993944645,-0.06842509564012289,0,0,False,7127.238977998786,replaced 2 nested pointer source expression(s) with guarded fallback expressions,,
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,3,2,False,426,932,442,969,16,37,,,0.07370010763406754,0.005275011993944645,-0.06842509564012289,0,0,False,6195.932567999989,replaced 2 nested pointer source expression(s) with guarded fallback expressions,,
01_codexglue_devign_10453,sink_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive sink call found for bound guard insertion,,
01_codexglue_devign_10453,postcondition_validation,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no matching *_count/*_read pair found for postcondition validation,,
01_codexglue_devign_10453,integer_overflow_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no allocation size addition or multiplication expression found,,
01_codexglue_devign_10453,array_index_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no array write found for index bound guard,,
01_codexglue_devign_10453,wide_char_sink_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no wcscat/wcscpy wide-character sink found,,
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,1,1,True,426,932,481,1033,55,101,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5840.114483000434,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,2,2,True,426,932,536,1134,110,202,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,6381.4253529999405,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,3,3,True,426,932,591,1235,165,303,,,0.07370010763406754,0.07370010763406754,0.0,0,0,False,6371.857027999795,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,5,5,True,426,932,701,1437,275,505,,,0.07370010763406754,0.014869773760437965,-0.05883033387362957,0,0,False,6114.23790599838,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
01_codexglue_devign_10453,control_wrapper,code_perturbation,,1,1,True,426,932,430,943,4,11,,,0.07370010763406754,0.012495995499193668,-0.06120411213487387,0,0,False,5456.98367300065,wrapped 1 safe single-line statement(s) with if (1) blocks,,
01_codexglue_devign_10453,control_wrapper,code_perturbation,,2,2,True,426,932,434,959,8,27,,,0.07370010763406754,0.03135426342487335,-0.04234584420919418,0,0,False,5528.100262999942,wrapped 2 safe single-line statement(s) with if (1) blocks,,
01_codexglue_devign_10453,control_wrapper,code_perturbation,,3,3,True,426,932,438,968,12,36,,,0.07370010763406754,0.03734874352812767,-0.036351364105939865,0,0,False,5757.918170000266,wrapped 3 safe single-line statement(s) with if (1) blocks,,
01_codexglue_devign_10453,control_wrapper,code_perturbation,,5,5,True,426,932,446,993,20,61,,,0.07370010763406754,0.046546608209609985,-0.02715349942445755,0,0,False,6072.510243999204,wrapped 5 safe single-line statement(s) with if (1) blocks,,
01_codexglue_devign_10453,temp_variable_split,code_perturbation,,1,1,True,426,932,434,949,8,17,,,0.07370010763406754,0.002681820886209607,-0.07101828674785793,0,0,False,5433.346439998786,split 1 simple assignment(s) through temporary integer variables,,
01_codexglue_devign_10453,temp_variable_split,code_perturbation,,2,1,False,426,932,434,949,8,17,,,0.07370010763406754,0.002681820886209607,-0.07101828674785793,0,0,False,5385.565624001174,split 1 simple assignment(s) through temporary integer variables,,
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,1,1,True,192,490,212,529,20,39,,,9.413681712603142e-16,1.1862831951568037e-13,1.1768695134442006e-13,0,0,False,5348.5093649997,inserted 1 alias-preserving data-flow no-op(s) near call arguments,,
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,2,2,True,192,490,232,568,40,78,,,9.413681712603142e-16,1.5676362430383506e-09,1.5676353016701793e-09,0,0,False,5316.326432001006,inserted 2 alias-preserving data-flow no-op(s) near call arguments,,
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,3,2,False,192,490,232,568,40,78,,,9.413681712603142e-16,1.5676362430383506e-09,1.5676353016701793e-09,0,0,False,5190.263758999208,inserted 2 alias-preserving data-flow no-op(s) near call arguments,,
02_codexglue_devign_15133,dead_statement,code_perturbation,,1,1,True,192,490,204,517,12,27,,,9.413681712603142e-16,9.413681712603142e-16,0.0,0,0,False,5276.11392200015,inserted 1 harmless dummy integer statement pair(s) after first function brace,,
02_codexglue_devign_15133,dead_statement,code_perturbation,,2,2,True,192,490,216,544,24,54,,,9.413681712603142e-16,4.4101393815044326e-14,4.316002564378401e-14,0,0,False,5491.703622999921,inserted 2 harmless dummy integer statement pair(s) after first function brace,,
02_codexglue_devign_15133,dead_statement,code_perturbation,,3,3,True,192,490,228,571,36,81,,,9.413681712603142e-16,3.8096174164500146e-14,3.715480599323983e-14,0,0,False,7167.053568999108,inserted 3 harmless dummy integer statement pair(s) after first function brace,,
02_codexglue_devign_15133,dead_statement,code_perturbation,,5,5,True,192,490,252,625,60,135,,,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5253.137494999464,inserted 5 harmless dummy integer statement pair(s) after first function brace,,
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,1,1,True,192,490,208,526,16,36,,,9.413681712603142e-16,4.4101393815044326e-14,4.316002564378401e-14,0,0,False,5968.957801000215,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,,
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,2,2,True,192,490,224,562,32,72,,,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5884.418353998626,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,,
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,3,2,False,192,490,224,562,32,72,,,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5942.78765099989,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,,
02_codexglue_devign_15133,range_clamp,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive call with a clampable size/count argument found,,
02_codexglue_devign_15133,safe_source_substitution,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no nested pointer dereference source found,,
02_codexglue_devign_15133,sink_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive sink call found for bound guard insertion,,
02_codexglue_devign_15133,postcondition_validation,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no matching *_count/*_read pair found for postcondition validation,,
02_codexglue_devign_15133,integer_overflow_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no allocation size addition or multiplication expression found,,
02_codexglue_devign_15133,array_index_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no array write found for index bound guard,,
02_codexglue_devign_15133,wide_char_sink_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no wcscat/wcscpy wide-character sink found,,
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,1,1,True,192,490,247,591,55,101,,,9.413681712603142e-16,4.00067656300962e-05,4.000676562915483e-05,0,0,False,5805.184897999425,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,2,2,True,192,490,302,692,110,202,,,9.413681712603142e-16,4.00067656300962e-05,4.000676562915483e-05,0,0,False,5413.389380000808,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,3,2,False,192,490,302,692,110,202,,,9.413681712603142e-16,4.00067656300962e-05,4.000676562915483e-05,0,0,False,5990.680492999672,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
02_codexglue_devign_15133,control_wrapper,code_perturbation,,1,1,True,192,490,196,500,4,10,,,9.413681712603142e-16,2.746799734212424e-16,-6.666881978390719e-16,0,0,False,5266.906961000132,wrapped 1 safe single-line statement(s) with if (1) blocks,,
02_codexglue_devign_15133,control_wrapper,code_perturbation,,2,2,True,192,490,200,513,8,23,,,9.413681712603142e-16,6.015131426805043e-13,6.00571774509244e-13,0,0,False,5676.1791669996455,wrapped 2 safe single-line statement(s) with if (1) blocks,,
02_codexglue_devign_15133,control_wrapper,code_perturbation,,3,3,True,192,490,204,522,12,32,,,9.413681712603142e-16,6.015131426805043e-13,6.00571774509244e-13,0,0,False,5278.539304999867,wrapped 3 safe single-line statement(s) with if (1) blocks,,
02_codexglue_devign_15133,control_wrapper,code_perturbation,,5,3,False,192,490,204,522,12,32,,,9.413681712603142e-16,6.015131426805043e-13,6.00571774509244e-13,0,0,False,5772.66016700014,wrapped 3 safe single-line statement(s) with if (1) blocks,,
02_codexglue_devign_15133,temp_variable_split,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no simple integer-like assignment candidate found,,
03_codexglue_devign_14215,data_flow_alias,code_perturbation,,1,1,True,113,215,133,253,20,38,,,0.0,0.000515950785484165,0.000515950785484165,0,0,False,5227.551482001218,inserted 1 alias-preserving data-flow no-op(s) near call arguments,,
03_codexglue_devign_14215,data_flow_alias,code_perturbation,,2,2,True,113,215,153,291,40,76,,,0.0,0.0005286703235469759,0.0005286703235469759,0,0,False,5343.973824999921,inserted 2 alias-preserving data-flow no-op(s) near call arguments,,
03_codexglue_devign_14215,data_flow_alias,code_perturbation,,3,3,True,113,215,173,329,60,114,,,0.0,0.0005286703235469759,0.0005286703235469759,0,0,False,5848.601327001234,inserted 3 alias-preserving data-flow no-op(s) near call arguments,,
03_codexglue_devign_14215,data_flow_alias,code_perturbation,,5,5,True,113,215,213,405,100,190,,,0.0,0.0026464839465916157,0.0026464839465916157,0,0,False,5332.482190999144,inserted 5 alias-preserving data-flow no-op(s) near call arguments,,
03_codexglue_devign_14215,dead_statement,code_perturbation,,1,1,True,113,215,125,242,12,27,,,0.0,0.0,0.0,0,0,False,4958.856168999773,inserted 1 harmless dummy integer statement pair(s) after first function brace,,
03_codexglue_devign_14215,dead_statement,code_perturbation,,2,2,True,113,215,137,269,24,54,,,0.0,0.0,0.0,0,0,False,4808.273843000279,inserted 2 harmless dummy integer statement pair(s) after first function brace,,
03_codexglue_devign_14215,dead_statement,code_perturbation,,3,3,True,113,215,149,296,36,81,,,0.0,0.0,0.0,0,0,False,5951.267536998785,inserted 3 harmless dummy integer statement pair(s) after first function brace,,
03_codexglue_devign_14215,dead_statement,code_perturbation,,5,5,True,113,215,173,350,60,135,,,0.0,0.0,0.0,0,0,False,5164.268533999348,inserted 5 harmless dummy integer statement pair(s) after first function brace,,
03_codexglue_devign_14215,xfg_targeted_dead_code,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,"no sensitive, pointer, array, or arithmetic target line found",,
03_codexglue_devign_14215,range_clamp,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive call with a clampable size/count argument found,,
03_codexglue_devign_14215,safe_source_substitution,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no nested pointer dereference source found,,
03_codexglue_devign_14215,sink_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive sink call found for bound guard insertion,,
03_codexglue_devign_14215,postcondition_validation,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no matching *_count/*_read pair found for postcondition validation,,
03_codexglue_devign_14215,integer_overflow_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no allocation size addition or multiplication expression found,,
03_codexglue_devign_14215,array_index_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no array write found for index bound guard,,
03_codexglue_devign_14215,wide_char_sink_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no wcscat/wcscpy wide-character sink found,,
03_codexglue_devign_14215,pattern_dead_code,code_perturbation,,1,1,True,113,215,168,316,55,101,,,0.0,8.05917225079611e-05,8.05917225079611e-05,0,0,False,5963.307756999711,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
03_codexglue_devign_14215,pattern_dead_code,code_perturbation,,2,1,False,113,215,168,316,55,101,,,0.0,8.05917225079611e-05,8.05917225079611e-05,0,0,False,5597.239937998893,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,,
03_codexglue_devign_14215,control_wrapper,code_perturbation,,1,1,True,113,215,117,224,4,9,,,0.0,0.0,0.0,0,0,False,5181.653085999642,wrapped 1 safe single-line statement(s) with if (1) blocks,,
03_codexglue_devign_14215,control_wrapper,code_perturbation,,2,2,True,113,215,121,233,8,18,,,0.0,0.0,0.0,0,0,False,4926.927775999502,wrapped 2 safe single-line statement(s) with if (1) blocks,,
03_codexglue_devign_14215,control_wrapper,code_perturbation,,3,3,True,113,215,125,242,12,27,,,0.0,0.0,0.0,0,0,False,4711.1352880001505,wrapped 3 safe single-line statement(s) with if (1) blocks,,
03_codexglue_devign_14215,control_wrapper,code_perturbation,,5,3,False,113,215,125,242,12,27,,,0.0,0.0,0.0,0,0,False,5073.932864999733,wrapped 3 safe single-line statement(s) with if (1) blocks,,
03_codexglue_devign_14215,temp_variable_split,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no simple integer-like assignment candidate found,,
04_codexglue_devign_13727,data_flow_alias,code_perturbation,,1,1,True,45,77,65,115,20,38,,,0.002569464733824134,0.002569464733824134,0.0,0,0,False,5377.879780000512,inserted 1 alias-preserving data-flow no-op(s) near call arguments,,
04_codexglue_devign_13727,data_flow_alias,code_perturbation,,2,1,False,45,77,65,115,20,38,,,0.002569464733824134,0.002569464733824134,0.0,0,0,False,5521.294509000654,inserted 1 alias-preserving data-flow no-op(s) near call arguments,,
04_codexglue_devign_13727,dead_statement,code_perturbation,,1,1,True,45,77,57,104,12,27,,,0.002569464733824134,0.002569464733824134,0.0,0,0,False,5253.008056999533,inserted 1 harmless dummy integer statement pair(s) after first function brace,,
04_codexglue_devign_13727,dead_statement,code_perturbation,,2,2,True,45,77,69,131,24,54,,,0.002569464733824134,4.99882735311985e-05,-0.0025194764602929354,0,0,False,5185.294916000203,inserted 2 harmless dummy integer statement pair(s) after first function brace,,
04_codexglue_devign_13727,dead_statement,code_perturbation,,3,3,True,45,77,81,158,36,81,,,0.002569464733824134,0.002569464733824134,0.0,0,0,False,5626.063010000507,inserted 3 harmless dummy integer statement pair(s) after first function brace,,
04_codexglue_devign_13727,dead_statement,code_perturbation,,5,5,True,45,77,105,212,60,135,,,0.002569464733824134,0.002569464733824134,0.0,0,0,False,5263.863938000213,inserted 5 harmless dummy integer statement pair(s) after first function brace,,
04_codexglue_devign_13727,xfg_targeted_dead_code,code_perturbation,,1,1,True,45,77,61,113,16,36,,,0.002569464733824134,4.99882735311985e-05,-0.0025194764602929354,0,0,False,5477.895500000159,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,,
04_codexglue_devign_13727,xfg_targeted_dead_code,code_perturbation,,2,1,False,45,77,61,113,16,36,,,0.002569464733824134,4.99882735311985e-05,-0.0025194764602929354,0,0,False,5113.405652000438,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,,
04_codexglue_devign_13727,range_clamp,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive call with a clampable size/count argument found,,
04_codexglue_devign_13727,safe_source_substitution,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no nested pointer dereference source found,,
04_codexglue_devign_13727,sink_bound_guard,code_perturbation,,1,0,True,,,,,,,,,,,,,,,,no sensitive sink call found for bound guard insertion,,
