sample_id,action,strategy,seed,requested_count,applied_count,valid,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,runtime_ms,operations,validation_errors,error,target_mode,winner_xfg_category,winner_xfg_key_line,winner_xfg_probability,targeted_source_lines
00_codexglue_devign_9763,xfg_targeted_dead_code,code_perturbation,,3,3,True,1152,2411,1200,2507,48,96,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6573.542750000001,inserted 3 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,173,179"
00_codexglue_devign_9763,xfg_targeted_dead_code,code_perturbation,,5,5,True,1152,2411,1232,2572,80,161,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6405.815779000022,inserted 5 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,173,179,183,191"
00_codexglue_devign_9763,range_clamp,code_perturbation,,1,1,True,1152,2411,1182,2481,30,70,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6918.664048999972,clamped 1 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,243
00_codexglue_devign_9763,range_clamp,code_perturbation,,2,2,True,1152,2411,1212,2549,60,138,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,7418.475421000039,clamped 2 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249"
00_codexglue_devign_9763,range_clamp,code_perturbation,,3,3,True,1152,2411,1242,2617,90,206,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6932.752547000064,clamped 3 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249,253"
00_codexglue_devign_9763,range_clamp,code_perturbation,,5,3,True,1152,2411,1242,2617,90,206,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6853.763489000016,clamped 3 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249,253"
00_codexglue_devign_9763,safe_source_substitution,code_perturbation,,1,0,False,,,,,,,50,,,,,,,,,no nested pointer dereference source found,skipped,,winner-xfg,arith,163,0.0005112718208692968,
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,1,1,True,1152,2411,1162,2432,10,21,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5857.048265000003,inserted 1 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,243
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,2,2,True,1152,2411,1172,2455,20,44,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5927.5789050000185,inserted 2 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249"
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,3,3,True,1152,2411,1182,2476,30,65,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5985.830508000049,inserted 3 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249,253"
00_codexglue_devign_9763,sink_bound_guard,code_perturbation,,5,3,True,1152,2411,1182,2476,30,65,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6386.3654820000875,inserted 3 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"243,249,253"
00_codexglue_devign_9763,postcondition_validation,code_perturbation,,1,0,False,,,,,,,50,,,,,,,,,action postcondition_validation has no winner-XFG-local implementation,skipped,action postcondition_validation has no winner-XFG-local implementation,winner-xfg,arith,163,0.0005112718208692968,
00_codexglue_devign_9763,integer_overflow_guard,code_perturbation,,1,0,False,,,,,,,50,,,,,,,,,no allocation size addition or multiplication expression found,skipped,,winner-xfg,arith,163,0.0005112718208692968,
00_codexglue_devign_9763,array_index_bound_guard,code_perturbation,,1,0,False,,,,,,,50,,,,,,,,,no array write found for index bound guard,skipped,,winner-xfg,arith,163,0.0005112718208692968,
00_codexglue_devign_9763,wide_char_sink_guard,code_perturbation,,1,0,False,,,,,,,50,,,,,,,,,no wcscat/wcscpy wide-character sink found,skipped,,winner-xfg,arith,163,0.0005112718208692968,
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,1,1,True,1152,2411,1207,2505,55,94,50,52,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6433.984215999999,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,163
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,2,2,True,1152,2411,1262,2599,110,188,50,53,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6084.253407000006,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,173"
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,3,3,True,1152,2411,1317,2693,165,282,50,55,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5813.971967000043,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,173,179"
00_codexglue_devign_9763,pattern_dead_code,code_perturbation,,5,5,True,1152,2411,1427,2882,275,471,50,59,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6251.6933990000325,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,173,179,183,191"
00_codexglue_devign_9763,control_wrapper,code_perturbation,,1,1,True,1152,2411,1156,2419,4,8,50,50,0.0005112718208692968,0.0017688198713585734,0.0012575480504892766,0,0,False,6345.144469999923,wrapped 1 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,163
00_codexglue_devign_9763,control_wrapper,code_perturbation,,2,2,True,1152,2411,1160,2427,8,16,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6531.506473000036,wrapped 2 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,161"
00_codexglue_devign_9763,control_wrapper,code_perturbation,,3,3,True,1152,2411,1164,2435,12,24,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6650.146257000074,wrapped 3 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,161,171"
00_codexglue_devign_9763,control_wrapper,code_perturbation,,5,5,True,1152,2411,56,100,-1096,-2311,50,0,0.0005112718208692968,0.0,-0.0005112718208692968,0,0,False,5323.181441999964,wrapped 5 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"163,161,171,153,173"
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,1,1,True,1152,2411,1160,2428,8,17,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,5838.429529999985,split 1 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,185
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,2,2,True,1152,2411,1172,2457,20,46,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6363.696345999983,split 2 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"185,117"
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,3,3,True,1152,2411,773,1418,-379,-993,50,18,0.0005112718208692968,0.0011793088633567095,0.0006680370424874127,0,0,False,5446.51989700003,split 3 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"185,117,105"
00_codexglue_devign_9763,temp_variable_split,code_perturbation,,5,5,True,1152,2411,1195,2514,43,103,50,50,0.0005112718208692968,0.0005112718208692968,0.0,0,0,False,6730.455622000022,split 5 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 163,,,winner-xfg,arith,163,0.0005112718208692968,"185,117,105,57,43"
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,1,1,True,426,932,446,970,20,38,18,19,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5782.327845000054,inserted 1 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,25
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,2,2,True,426,932,466,1008,40,76,18,20,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5506.746255000053,inserted 2 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"25,41"
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,3,3,True,426,932,485,1069,59,137,18,20,0.07370010763406754,0.011057645082473755,-0.06264246255159378,0,0,False,5433.035551999978,inserted 3 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"25,41,51"
01_codexglue_devign_10453,data_flow_alias,code_perturbation,,5,5,True,426,932,525,1145,99,213,18,22,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5408.640294000179,inserted 5 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"25,41,51,77,79"
01_codexglue_devign_10453,dead_statement,code_perturbation,,1,1,True,426,932,438,896,12,-36,18,18,0.07370010763406754,0.29228881001472473,0.2185887023806572,0,0,False,6062.371863999942,inserted 1 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,21
01_codexglue_devign_10453,dead_statement,code_perturbation,,2,2,True,426,932,450,923,24,-9,18,18,0.07370010763406754,0.29228881001472473,0.2185887023806572,0,0,False,6155.650324999897,inserted 2 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,21
01_codexglue_devign_10453,dead_statement,code_perturbation,,3,3,True,426,932,462,950,36,18,18,18,0.07370010763406754,0.21616598963737488,0.14246588200330734,0,0,False,5876.667300999998,inserted 3 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,21
01_codexglue_devign_10453,dead_statement,code_perturbation,,5,5,True,426,932,486,1004,60,72,18,18,0.07370010763406754,0.24988147616386414,0.1761813685297966,0,0,False,5848.433297999918,inserted 5 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,21
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,1,1,True,426,932,442,968,16,36,18,18,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5361.561889000086,inserted 1 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,19
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,2,2,True,426,932,458,1004,32,72,18,18,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5394.44003199992,inserted 2 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13"
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,3,3,True,426,932,474,1040,48,108,18,18,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5494.830773999865,inserted 3 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13,11"
01_codexglue_devign_10453,xfg_targeted_dead_code,code_perturbation,,5,5,True,426,932,506,1112,80,180,18,18,0.07370010763406754,0.009751765988767147,-0.06394834164530039,0,0,False,5863.720755000031,inserted 5 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13,11,31,5"
01_codexglue_devign_10453,range_clamp,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,no sensitive call with a clampable size/count argument found,skipped,,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,1,1,True,426,932,434,951,8,19,18,18,0.07370010763406754,0.00984268356114626,-0.06385742407292128,0,0,False,6157.072470999992,replaced 1 nested pointer source expression(s) with guarded fallback expressions nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,31
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,2,2,True,426,932,442,969,16,37,18,18,0.07370010763406754,0.005275011993944645,-0.06842509564012289,0,0,False,5576.191570999981,replaced 2 nested pointer source expression(s) with guarded fallback expressions nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"31,65"
01_codexglue_devign_10453,safe_source_substitution,code_perturbation,,3,2,True,426,932,442,969,16,37,18,18,0.07370010763406754,0.005275011993944645,-0.06842509564012289,0,0,False,5247.450043000072,replaced 2 nested pointer source expression(s) with guarded fallback expressions nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"31,65"
01_codexglue_devign_10453,sink_bound_guard,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,no sensitive sink call found for bound guard insertion,skipped,,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,postcondition_validation,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,action postcondition_validation has no winner-XFG-local implementation,skipped,action postcondition_validation has no winner-XFG-local implementation,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,integer_overflow_guard,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,no allocation size addition or multiplication expression found,skipped,,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,array_index_bound_guard,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,no array write found for index bound guard,skipped,,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,wide_char_sink_guard,code_perturbation,,1,0,False,,,,,,,18,,,,,,,,,no wcscat/wcscpy wide-character sink found,skipped,,winner-xfg,ptr,19,0.07370010763406754,
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,1,1,True,426,932,481,1033,55,101,18,20,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5322.843227000021,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,19
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,2,2,True,426,932,536,1134,110,202,18,22,0.07370010763406754,0.07370010763406754,0.0,0,0,False,5191.6745940000055,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13"
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,3,3,True,426,932,591,1235,165,303,18,24,0.07370010763406754,0.07370010763406754,0.0,0,0,False,6315.680267000062,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13,11"
01_codexglue_devign_10453,pattern_dead_code,code_perturbation,,5,5,True,426,932,701,1437,275,505,18,28,0.07370010763406754,0.01330207847058773,-0.060398029163479805,0,0,False,6633.75649999989,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"19,13,11,31,5"
01_codexglue_devign_10453,control_wrapper,code_perturbation,,1,1,True,426,932,430,943,4,11,18,18,0.07370010763406754,0.012495995499193668,-0.06120411213487387,0,0,False,6378.390860000081,wrapped 1 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,21
01_codexglue_devign_10453,control_wrapper,code_perturbation,,2,2,True,426,932,434,959,8,27,18,18,0.07370010763406754,0.03135426342487335,-0.04234584420919418,0,0,False,7104.038317000004,wrapped 2 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"21,25"
01_codexglue_devign_10453,control_wrapper,code_perturbation,,3,3,True,426,932,438,968,12,36,18,18,0.07370010763406754,0.03734874352812767,-0.036351364105939865,0,0,False,5884.348661999866,wrapped 3 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"21,25,31"
01_codexglue_devign_10453,control_wrapper,code_perturbation,,5,5,True,426,932,446,993,20,61,18,18,0.07370010763406754,0.046546608209609985,-0.02715349942445755,0,0,False,6071.492949999993,wrapped 5 safe single-line statement(s) with if (1) blocks nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,"21,25,31,37,41"
01_codexglue_devign_10453,temp_variable_split,code_perturbation,,1,1,True,426,932,434,949,8,17,18,18,0.07370010763406754,0.002681820886209607,-0.07101828674785793,0,0,False,5341.671748999943,split 1 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,99
01_codexglue_devign_10453,temp_variable_split,code_perturbation,,2,1,True,426,932,434,949,8,17,18,18,0.07370010763406754,0.002681820886209607,-0.07101828674785793,0,0,False,5543.02814599987,split 1 simple assignment(s) through temporary integer variables nearest baseline winner-XFG key line 19,,,winner-xfg,ptr,19,0.07370010763406754,99
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,1,1,True,192,490,212,529,20,39,4,5,9.413681712603142e-16,1.1862831951568037e-13,1.1768695134442006e-13,0,0,False,5019.72152899998,inserted 1 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,23
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,2,2,True,192,490,232,568,40,78,4,6,9.413681712603142e-16,1.5676362430383506e-09,1.5676353016701793e-09,0,0,False,5399.376503999974,inserted 2 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"23,15"
02_codexglue_devign_15133,data_flow_alias,code_perturbation,,3,2,True,192,490,232,568,40,78,4,6,9.413681712603142e-16,1.5676362430383506e-09,1.5676353016701793e-09,0,0,False,5408.418316999814,inserted 2 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"23,15"
02_codexglue_devign_15133,dead_statement,code_perturbation,,1,1,True,192,490,204,517,12,27,4,4,9.413681712603142e-16,9.413681712603142e-16,0.0,0,0,False,5023.501795999891,inserted 1 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,23
02_codexglue_devign_15133,dead_statement,code_perturbation,,2,2,True,192,490,216,544,24,54,4,4,9.413681712603142e-16,4.4101393815044326e-14,4.316002564378401e-14,0,0,False,5036.7974200000845,inserted 2 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,23
02_codexglue_devign_15133,dead_statement,code_perturbation,,3,3,True,192,490,228,571,36,81,4,4,9.413681712603142e-16,3.8096174164500146e-14,3.715480599323983e-14,0,0,False,5293.162050000092,inserted 3 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,23
02_codexglue_devign_15133,dead_statement,code_perturbation,,5,5,True,192,490,252,625,60,135,4,4,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5141.806248999956,inserted 5 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,23
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,1,1,True,192,490,208,526,16,36,4,4,9.413681712603142e-16,4.4101393815044326e-14,4.316002564378401e-14,0,0,False,5142.514202000029,inserted 1 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,17
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,2,2,True,192,490,224,562,32,72,4,4,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5167.265024000017,inserted 2 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"17,15"
02_codexglue_devign_15133,xfg_targeted_dead_code,code_perturbation,,3,2,True,192,490,224,562,32,72,4,4,9.413681712603142e-16,5.463169386278263e-14,5.369032569152232e-14,0,0,False,5197.804517000122,inserted 2 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"17,15"
02_codexglue_devign_15133,range_clamp,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no sensitive call with a clampable size/count argument found,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,safe_source_substitution,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no nested pointer dereference source found,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,sink_bound_guard,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no sensitive sink call found for bound guard insertion,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,postcondition_validation,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,action postcondition_validation has no winner-XFG-local implementation,skipped,action postcondition_validation has no winner-XFG-local implementation,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,integer_overflow_guard,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no allocation size addition or multiplication expression found,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,array_index_bound_guard,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no array write found for index bound guard,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,wide_char_sink_guard,code_perturbation,,1,0,False,,,,,,,4,,,,,,,,,no wcscat/wcscpy wide-character sink found,skipped,,winner-xfg,arith,23,9.413681712603142e-16,
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,1,1,True,192,490,247,591,55,101,4,6,9.413681712603142e-16,4.00067656300962e-05,4.000676562915483e-05,0,0,False,6052.144774999988,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,17
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,2,2,True,192,490,302,692,110,202,4,8,9.413681712603142e-16,5.4206233471632004e-05,5.420623347069064e-05,0,0,False,5872.048113999881,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"17,15"
02_codexglue_devign_15133,pattern_dead_code,code_perturbation,,3,2,True,192,490,302,692,110,202,4,8,9.413681712603142e-16,5.4206233471632004e-05,5.420623347069064e-05,0,0,False,5556.704445999912,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 23,,,winner-xfg,arith,23,9.413681712603142e-16,"17,15"
