sample_id,source_file,action,target_mode,winner_xfg_category,winner_xfg_key_line,winner_xfg_probability,targeted_source_lines,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,winner-xfg,arith,163,0.0005112718208692968,"163,173,179",3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1200,48,2411,2507,96,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c3.c,inserted 3 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,winner-xfg,arith,163,0.0005112718208692968,"163,173,179,183,191",5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1232,80,2411,2572,161,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c5.c,inserted 5 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,winner-xfg,arith,163,0.0005112718208692968,243,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1182,30,2411,2481,70,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__range_clamp__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__range_clamp__c1.c,clamped 1 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,winner-xfg,arith,163,0.0005112718208692968,"243,249",2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1212,60,2411,2549,138,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__range_clamp__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__range_clamp__c2.c,clamped 2 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,winner-xfg,arith,163,0.0005112718208692968,"243,249,253",3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1242,90,2411,2617,206,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__range_clamp__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__range_clamp__c3.c,clamped 3 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,winner-xfg,arith,163,0.0005112718208692968,"243,249,253",5,3,partial,run_partial,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1242,90,2411,2617,206,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__range_clamp__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__range_clamp__c5.c,clamped 3 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,safe_source_substitution,winner-xfg,arith,163,0.0005112718208692968,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,,,no nested pointer dereference source found,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,winner-xfg,arith,163,0.0005112718208692968,243,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1162,10,2411,2432,21,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__sink_bound_guard__c1.c,inserted 1 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,winner-xfg,arith,163,0.0005112718208692968,"243,249",2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1172,20,2411,2455,44,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__sink_bound_guard__c2.c,inserted 2 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,winner-xfg,arith,163,0.0005112718208692968,"243,249,253",3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1182,30,2411,2476,65,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__sink_bound_guard__c3.c,inserted 3 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,winner-xfg,arith,163,0.0005112718208692968,"243,249,253",5,3,partial,run_partial,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1182,30,2411,2476,65,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__sink_bound_guard__c5.c,inserted 3 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,postcondition_validation,winner-xfg,arith,163,0.0005112718208692968,,1,0,skipped,target_unavailable,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,,,action postcondition_validation has no winner-XFG-local implementation,action postcondition_validation has no winner-XFG-local implementation
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,integer_overflow_guard,winner-xfg,arith,163,0.0005112718208692968,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,,,no allocation size addition or multiplication expression found,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,array_index_bound_guard,winner-xfg,arith,163,0.0005112718208692968,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,,,no array write found for index bound guard,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,wide_char_sink_guard,winner-xfg,arith,163,0.0005112718208692968,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,,,no wcscat/wcscpy wide-character sink found,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,pattern_dead_code,winner-xfg,arith,163,0.0005112718208692968,163,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1207,55,2411,2505,94,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__pattern_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__pattern_dead_code__c1.c,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,pattern_dead_code,winner-xfg,arith,163,0.0005112718208692968,"163,173",2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1262,110,2411,2599,188,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__pattern_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__pattern_dead_code__c2.c,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,pattern_dead_code,winner-xfg,arith,163,0.0005112718208692968,"163,173,179",3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1317,165,2411,2693,282,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\runs\perturbed\00_codexglue_devign_9763__pattern_dead_code__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_devign_winner_xfg_round1_retry1\sources\00_codexglue_devign_9763__pattern_dead_code__c3.c,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines nearest baseline winner-XFG key line 163,
