sample_id,source_file,action,target_mode,winner_xfg_category,winner_xfg_key_line,winner_xfg_probability,targeted_source_lines,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,xfg_targeted_dead_code,winner-xfg,array,989,1.0,"989,987,991",3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5614,48,11864,11972,108,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__xfg_targeted_dead_code__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__xfg_targeted_dead_code__c3.c,inserted 3 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,xfg_targeted_dead_code,winner-xfg,array,989,1.0,"989,987,991,992,993",5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5646,80,11864,12044,180,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__xfg_targeted_dead_code__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__xfg_targeted_dead_code__c5.c,inserted 5 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,range_clamp,winner-xfg,array,989,1.0,994,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5596,30,11864,11932,68,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__range_clamp__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__range_clamp__c1.c,clamped 1 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,range_clamp,winner-xfg,array,989,1.0,"994,841",2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5630,64,11864,12004,140,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__range_clamp__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__range_clamp__c2.c,clamped 2 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,range_clamp,winner-xfg,array,989,1.0,"994,841,811",3,3,generated,ran,True,1,0,1.0,0.007048373576253653,-0.9929516264237463,5566,5229,-337,11864,11674,-190,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__range_clamp__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__range_clamp__c3.c,clamped 3 sensitive sink size/count argument(s) through bounded local variables nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,safe_source_substitution,winner-xfg,array,989,1.0,875,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5574,8,11864,11879,15,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__safe_source_substitution__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__safe_source_substitution__c1.c,replaced 1 nested pointer source expression(s) with guarded fallback expressions nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,safe_source_substitution,winner-xfg,array,989,1.0,875,2,1,partial,run_partial,False,1,1,1.0,1.0,0.0,5566,5574,8,11864,11879,15,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__safe_source_substitution__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__safe_source_substitution__c2.c,replaced 1 nested pointer source expression(s) with guarded fallback expressions nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,sink_bound_guard,winner-xfg,array,989,1.0,994,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5576,10,11864,11883,19,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__sink_bound_guard__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__sink_bound_guard__c1.c,inserted 1 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,sink_bound_guard,winner-xfg,array,989,1.0,"994,841",2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5590,24,11864,11917,53,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__sink_bound_guard__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__sink_bound_guard__c2.c,inserted 2 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,sink_bound_guard,winner-xfg,array,989,1.0,"994,841,811",3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5604,38,11864,11954,90,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__sink_bound_guard__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__sink_bound_guard__c3.c,inserted 3 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,sink_bound_guard,winner-xfg,array,989,1.0,"994,841,811,392,327",5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5637,71,11864,12018,154,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__sink_bound_guard__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__sink_bound_guard__c5.c,inserted 5 early-return bound guard(s) before sensitive sink calls nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,postcondition_validation,winner-xfg,array,989,1.0,,1,0,skipped,target_unavailable,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,,,action postcondition_validation has no winner-XFG-local implementation,action postcondition_validation has no winner-XFG-local implementation
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,integer_overflow_guard,winner-xfg,array,989,1.0,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,,,no allocation size addition or multiplication expression found,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,array_index_bound_guard,winner-xfg,array,989,1.0,993,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5588,22,11864,11895,31,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__array_index_bound_guard__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__array_index_bound_guard__c1.c,wrapped 1 array write(s) with index lower/upper bound guards nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,array_index_bound_guard,winner-xfg,array,989,1.0,"993,995",2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5614,48,11864,11930,66,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__array_index_bound_guard__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__array_index_bound_guard__c2.c,wrapped 2 array write(s) with index lower/upper bound guards nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,array_index_bound_guard,winner-xfg,array,989,1.0,"993,995,1004",3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5636,70,11864,11965,101,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__array_index_bound_guard__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__array_index_bound_guard__c3.c,wrapped 3 array write(s) with index lower/upper bound guards nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,array_index_bound_guard,winner-xfg,array,989,1.0,"993,995,1004,1008,920",5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5683,117,11864,12078,214,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\perturbed\01_vulnerable_989__array_index_bound_guard__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\sources\01_vulnerable_989__array_index_bound_guard__c5.c,wrapped 5 array write(s) with index lower/upper bound guards nearest baseline winner-XFG key line 989,
01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,wide_char_sink_guard,winner-xfg,array,989,1.0,,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cwe119_winner_xfg_round1\runs\baseline\01_vulnerable_989,,,no wcscat/wcscpy wide-character sink found,
