sample_id,action,method_family,strategy,budget,seed,requested_count,applied_count,budget_fully_applied,nested_prefix_verified,valid,true_label,baseline_correct,baseline_eligible,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,attack_success,prediction_status,skipped_empty_xfg,runtime_ms,operations,validation_errors,error
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,42,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.05634468048810959,-0.014999769628047943,0,0,False,,ok,0,16.69827500018073,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [15, -2], ""removed_edges"": [], ""added_edges"": [[15, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 15""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [23, -3], ""removed_edges"": [], ""added_edges"": [[23, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 23""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,42,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.240212082862854,0.16886763274669647,0,0,False,,ok,0,14.899872000114556,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [15, -2], ""removed_edges"": [], ""added_edges"": [[15, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 15""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [23, -3], ""removed_edges"": [], ""added_edges"": [[23, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 23""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [22, -4], ""removed_edges"": [], ""added_edges"": [[22, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 22""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [22, -5], ""removed_edges"": [], ""added_edges"": [[22, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 22""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,61,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.07134445011615753,0.0,0,0,False,,ok,0,14.897182999902725,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [1, -1], ""removed_edges"": [], ""added_edges"": [[1, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 1""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,61,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.12776164710521698,0.05641719698905945,0,0,False,,ok,0,15.568098000130703,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [1, -1], ""removed_edges"": [], ""added_edges"": [[1, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 1""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [19, -2], ""removed_edges"": [], ""added_edges"": [[19, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 19""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,61,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.3900037705898285,0.31865932047367096,0,0,False,,ok,0,15.004873999941992,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [1, -1], ""removed_edges"": [], ""added_edges"": [[1, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 1""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [19, -2], ""removed_edges"": [], ""added_edges"": [[19, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 19""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [22, -4], ""removed_edges"": [], ""added_edges"": [[22, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 22""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [-4, -5], ""removed_edges"": [], ""added_edges"": [[-4, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 22""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,73,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.05634468048810959,-0.014999769628047943,0,0,False,,ok,0,14.434133000122529,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [23, -1], ""removed_edges"": [], ""added_edges"": [[23, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 23""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,73,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.05634468048810959,-0.014999769628047943,0,0,False,,ok,0,14.997176999941075,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [23, -1], ""removed_edges"": [], ""added_edges"": [[23, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 23""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [16, -2], ""removed_edges"": [], ""added_edges"": [[16, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 16""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,73,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.05634468048810959,-0.014999769628047943,0,0,False,,ok,0,14.67248800008747,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [23, -1], ""removed_edges"": [], ""added_edges"": [[23, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 23""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [16, -2], ""removed_edges"": [], ""added_edges"": [[16, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 16""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [1, -4], ""removed_edges"": [], ""added_edges"": [[1, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 1""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [-1, -5], ""removed_edges"": [], ""added_edges"": [[-1, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 23""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,89,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.07134445011615753,0.0,0,0,False,,ok,0,15.292431000034412,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,89,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.05634468048810959,-0.014999769628047943,0,0,False,,ok,0,15.395152999872153,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [-1, -2], ""removed_edges"": [], ""added_edges"": [[-1, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 16""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [23, -3], ""removed_edges"": [], ""added_edges"": [[23, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 23""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,89,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.11468928307294846,0.043344832956790924,0,0,False,,ok,0,15.061372999980449,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [-1, -2], ""removed_edges"": [], ""added_edges"": [[-1, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 16""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [23, -3], ""removed_edges"": [], ""added_edges"": [[23, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 23""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [19, -4], ""removed_edges"": [], ""added_edges"": [[19, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 19""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [24, -5], ""removed_edges"": [], ""added_edges"": [[24, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 24""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,101,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.17167581617832184,0.1003313660621643,0,0,False,,ok,0,14.867385999878024,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [22, -1], ""removed_edges"": [], ""added_edges"": [[22, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 22""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,101,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.19627925753593445,0.12493480741977692,0,0,False,,ok,0,15.163322000034896,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [22, -1], ""removed_edges"": [], ""added_edges"": [[22, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 22""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [12, -2], ""removed_edges"": [], ""added_edges"": [[12, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 12""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [24, -3], ""removed_edges"": [], ""added_edges"": [[24, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 24""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,101,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.19627925753593445,0.12493480741977692,0,0,False,,ok,0,15.808757000058904,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [22, -1], ""removed_edges"": [], ""added_edges"": [[22, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 22""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [12, -2], ""removed_edges"": [], ""added_edges"": [[12, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 12""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [24, -3], ""removed_edges"": [], ""added_edges"": [[24, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 24""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [1, -4], ""removed_edges"": [], ""added_edges"": [[1, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 1""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [15, -5], ""removed_edges"": [], ""added_edges"": [[15, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 15""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,137,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.07134445011615753,0.0,0,0,False,,ok,0,15.165255000056277,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,137,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.15676340460777283,0.0854189544916153,0,0,False,,ok,0,14.594616000067617,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [19, -2], ""removed_edges"": [], ""added_edges"": [[19, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 19""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [26, -3], ""removed_edges"": [], ""added_edges"": [[26, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 26""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,137,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.2221144288778305,0.15076997876167297,0,0,False,,ok,0,15.815498999927513,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [19, -2], ""removed_edges"": [], ""added_edges"": [[19, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 19""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [26, -3], ""removed_edges"": [], ""added_edges"": [[26, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 26""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [24, -4], ""removed_edges"": [], ""added_edges"": [[24, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 24""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [22, -5], ""removed_edges"": [], ""added_edges"": [[22, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 22""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,1,2026,1,1,True,True,True,1,False,False,9,15,10,16,1,1,3,3,0.07134445011615753,0.07134445011615753,0.0,0,0,False,,ok,0,14.734287000010227,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,3,2026,3,3,True,True,True,1,False,False,9,15,12,18,3,3,3,3,0.07134445011615753,0.06524857133626938,-0.006095878779888153,0,0,False,,ok,0,17.15951299979679,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [24, -2], ""removed_edges"": [], ""added_edges"": [[24, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 24""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_add,random_graph,random,5,2026,5,5,True,True,True,1,False,False,9,15,14,20,5,5,3,3,0.07134445011615753,0.09150368720293045,0.02015923708677292,0,0,False,,ok,0,14.604033000068739,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [16, -1], ""removed_edges"": [], ""added_edges"": [[16, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 16""}, {""step"": 2, ""action"": ""node_add"", ""target_nodes"": [24, -2], ""removed_edges"": [], ""added_edges"": [[24, -2, ""d""]], ""details"": ""added synthetic node -2 using source line 24""}, {""step"": 3, ""action"": ""node_add"", ""target_nodes"": [12, -3], ""removed_edges"": [], ""added_edges"": [[12, -3, ""d""]], ""details"": ""added synthetic node -3 using source line 12""}, {""step"": 4, ""action"": ""node_add"", ""target_nodes"": [12, -4], ""removed_edges"": [], ""added_edges"": [[12, -4, ""d""]], ""details"": ""added synthetic node -4 using source line 12""}, {""step"": 5, ""action"": ""node_add"", ""target_nodes"": [-2, -5], ""removed_edges"": [], ""added_edges"": [[-2, -5, ""d""]], ""details"": ""added synthetic node -5 using source line 24""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_delete,random_graph,random,1,7,1,1,True,True,True,1,False,False,9,15,8,11,-1,-4,3,3,0.07134445011615753,0.06050809100270271,-0.010836359113454819,0,0,False,,ok,0,15.06207500005985,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [23], ""removed_edges"": [[15, 23, ""c""], [22, 23, ""d""], [23, 24, ""c""], [23, 26, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 23 and its incident edges""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_delete,random_graph,random,3,7,3,3,True,True,True,1,False,False,9,15,6,6,-3,-9,3,3,0.07134445011615753,0.8240665793418884,0.7527221292257309,0,1,True,,ok,0,14.874349999900005,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [23], ""removed_edges"": [[15, 23, ""c""], [22, 23, ""d""], [23, 24, ""c""], [23, 26, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 23 and its incident edges""}, {""step"": 2, ""action"": ""node_delete"", ""target_nodes"": [16], ""removed_edges"": [[1, 16, ""d""], [15, 16, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 16 and its incident edges""}, {""step"": 3, ""action"": ""node_delete"", ""target_nodes"": [1], ""removed_edges"": [[1, 12, ""d""], [1, 19, ""d""], [1, 26, ""d""]], ""added_edges"": [], ""details"": ""deleted non-key node 1 and its incident edges""}]",[],
cvefixes__01_vulnerable_expand_dynamic_string_token,node_delete,random_graph,random,5,7,5,5,True,True,True,1,False,False,9,15,4,3,-5,-12,3,3,0.07134445011615753,0.6009360551834106,0.5295916050672531,0,1,True,,ok,0,15.244299999949362,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [23], ""removed_edges"": [[15, 23, ""c""], [22, 23, ""d""], [23, 24, ""c""], [23, 26, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 23 and its incident edges""}, {""step"": 2, ""action"": ""node_delete"", ""target_nodes"": [16], ""removed_edges"": [[1, 16, ""d""], [15, 16, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 16 and its incident edges""}, {""step"": 3, ""action"": ""node_delete"", ""target_nodes"": [1], ""removed_edges"": [[1, 12, ""d""], [1, 19, ""d""], [1, 26, ""d""]], ""added_edges"": [], ""details"": ""deleted non-key node 1 and its incident edges""}, {""step"": 4, ""action"": ""node_delete"", ""target_nodes"": [15], ""removed_edges"": [[12, 15, ""d""], [15, 19, ""c""], [15, 22, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 15 and its incident edges""}, {""step"": 5, ""action"": ""node_delete"", ""target_nodes"": [24], ""removed_edges"": [], ""added_edges"": [], ""details"": ""deleted non-key node 24 and its incident edges""}]",[],
