sample_id,dataset,source_file,function_name,predicted_label,vulnerability_probability,confidence,num_nodes,num_edges,joern_status,input_file,status,error
cwe119__05_non_vulnerable_07_non-vulnerable_41,cwe119,input_sources/cwe119/05_non_vulnerable_07_non-vulnerable_41.c,bad,0,0.0005112715298309922,0.999488728470169,300,557,success,/repo/input_sources/cwe119/05_non_vulnerable_07_non-vulnerable_41.c,success,
cwe119__06_non_vulnerable_08_non-vulnerable_32,cwe119,input_sources/cwe119/06_non_vulnerable_08_non-vulnerable_32.c,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memcpy_68_bad,0,0.0005112715298309922,0.999488728470169,182,301,success,/repo/input_sources/cwe119/06_non_vulnerable_08_non-vulnerable_32.c,success,
cwe119__07_non_vulnerable_09_non-vulnerable_83,cwe119,input_sources/cwe119/07_non_vulnerable_09_non-vulnerable_83.c,bad,1,0.5337396860122681,0.5337396860122681,306,584,success,/repo/input_sources/cwe119/07_non_vulnerable_09_non-vulnerable_83.c,success,
cwe119__08_non_vulnerable_10_non-vulnerable_43,cwe119,input_sources/cwe119/08_non_vulnerable_10_non-vulnerable_43.c,bad,1,0.9253555536270142,0.9253555536270142,224,441,success,/repo/input_sources/cwe119/08_non_vulnerable_10_non-vulnerable_43.c,success,
cwe119__09_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/09_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.1622048318386078,0.8377951681613922,60,100,success,/repo/input_sources/cwe119/09_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__10_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/10_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.1622048318386078,0.8377951681613922,60,100,success,/repo/input_sources/cwe119/10_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__11_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/11_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.3324128985404968,0.6675871014595032,60,100,success,/repo/input_sources/cwe119/11_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__12_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/12_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.3324128985404968,0.6675871014595032,60,100,success,/repo/input_sources/cwe119/12_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__13_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/13_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.47094735503196716,0.5290526449680328,94,158,success,/repo/input_sources/cwe119/13_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__14_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/14_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.47094735503196716,0.5290526449680328,94,158,success,/repo/input_sources/cwe119/14_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__15_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/15_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.47094735503196716,0.5290526449680328,94,158,success,/repo/input_sources/cwe119/15_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__16_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/16_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.47094735503196716,0.5290526449680328,94,158,success,/repo/input_sources/cwe119/16_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__17_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/17_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.19318819046020508,0.8068118095397949,56,96,success,/repo/input_sources/cwe119/17_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__18_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/18_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.19318819046020508,0.8068118095397949,56,96,success,/repo/input_sources/cwe119/18_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__19_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/19_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.2631213366985321,0.7368786633014679,56,96,success,/repo/input_sources/cwe119/19_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
cwe119__20_vulnerable_CWE121_Stack_Based_Buffer_Overflow__,cwe119,input_sources/cwe119/20_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,unknown,0,0.4551286995410919,0.5448713004589081,90,154,success,/repo/input_sources/cwe119/20_vulnerable_CWE121_Stack_Based_Buffer_Overflow__.c,success,
devign__01_vulnerable_static_uint32_t_sh_serial_ioport_rea,devign,input_sources/devign/01_vulnerable_static_uint32_t_sh_serial_ioport_rea.c,sh_serial_ioport_read,0,3.894043038599193e-05,0.999961059569614,375,1071,success,/repo/input_sources/devign/01_vulnerable_static_uint32_t_sh_serial_ioport_rea.c,success,
devign__02_vulnerable_static_int_tight_compress_data,devign,input_sources/devign/02_vulnerable_static_int_tight_compress_data.c,tight_compress_data,0,7.848731797821529e-08,0.999999921512682,314,722,success,/repo/input_sources/devign/02_vulnerable_static_int_tight_compress_data.c,success,
devign__03_vulnerable_void_ff_insert_pad,devign,input_sources/devign/03_vulnerable_void_ff_insert_pad.c,ff_insert_pad,0,0.0002570701763033867,0.9997429298236966,241,508,success,/repo/input_sources/devign/03_vulnerable_void_ff_insert_pad.c,success,
devign__04_non_vulnerable_static_av_always_inline_int_dnxhd_de,devign,input_sources/devign/04_non_vulnerable_static_av_always_inline_int_dnxhd_de.c,dnxhd_decode_dct_block,0,0.07784902304410934,0.9221509769558907,753,1682,success,/repo/input_sources/devign/04_non_vulnerable_static_av_always_inline_int_dnxhd_de.c,success,
devign__05_non_vulnerable_static_int_slb_lookup,devign,input_sources/devign/05_non_vulnerable_static_int_slb_lookup.c,slb_lookup,1,0.9999996423721313,0.9999996423721313,286,824,success,/repo/input_sources/devign/05_non_vulnerable_static_int_slb_lookup.c,success,
devign__06_non_vulnerable_static_void_test_qemu_strtosz_units,devign,input_sources/devign/06_non_vulnerable_static_void_test_qemu_strtosz_units.c,test_qemu_strtosz_units,0,0.001614067587070167,0.9983859324129298,354,887,success,/repo/input_sources/devign/06_non_vulnerable_static_void_test_qemu_strtosz_units.c,success,
devign__07_vulnerable_static_inline_int_usb_bt_fifo_dequeu,devign,input_sources/devign/07_vulnerable_static_inline_int_usb_bt_fifo_dequeu.c,usb_bt_fifo_dequeue,0,6.548671941073826e-20,1.0,188,494,success,/repo/input_sources/devign/07_vulnerable_static_inline_int_usb_bt_fifo_dequeu.c,success,
devign__08_non_vulnerable_build_tpm_tcpa,devign,input_sources/devign/08_non_vulnerable_build_tpm_tcpa.c,unknown,0,5.6560038501629606e-05,0.9999434399614984,173,310,success,/repo/input_sources/devign/08_non_vulnerable_build_tpm_tcpa.c,success,
devign__09_non_vulnerable_static_ExitStatus_gen_store_conditio,devign,input_sources/devign/09_non_vulnerable_static_ExitStatus_gen_store_conditio.c,gen_store_conditional,0,0.0,1.0,85,164,success,/repo/input_sources/devign/09_non_vulnerable_static_ExitStatus_gen_store_conditio.c,success,
devign__10_non_vulnerable_static_void_kvm_virtio_pci_vq_vector,devign,input_sources/devign/10_non_vulnerable_static_void_kvm_virtio_pci_vq_vector.c,kvm_virtio_pci_vq_vector_release,0,6.079391567936909e-08,0.9999999392060843,138,255,success,/repo/input_sources/devign/10_non_vulnerable_static_void_kvm_virtio_pci_vq_vector.c,success,
devign__11_non_vulnerable_vnc_display_setup_auth,devign,input_sources/devign/11_non_vulnerable_vnc_display_setup_auth.c,if,0,3.628038669489797e-08,0.9999999637196133,242,547,success,/repo/input_sources/devign/11_non_vulnerable_vnc_display_setup_auth.c,success,
devign__12_vulnerable_static_inline_void_qtrle_decode_2n4b,devign,input_sources/devign/12_vulnerable_static_inline_void_qtrle_decode_2n4b.c,qtrle_decode_2n4bpp,0,3.4069010723669635e-08,0.9999999659309893,451,1111,success,/repo/input_sources/devign/12_vulnerable_static_inline_void_qtrle_decode_2n4b.c,success,
devign__13_non_vulnerable_static_void_sctlr_write,devign,input_sources/devign/13_non_vulnerable_static_void_sctlr_write.c,sctlr_write,0,6.298020438499918e-10,0.999999999370198,72,142,success,/repo/input_sources/devign/13_non_vulnerable_static_void_sctlr_write.c,success,
devign__14_vulnerable_static_int_decode_mb_info,devign,input_sources/devign/14_vulnerable_static_int_decode_mb_info.c,decode_mb_info,0,0.22351017594337463,0.7764898240566254,811,1923,success,/repo/input_sources/devign/14_vulnerable_static_int_decode_mb_info.c,success,
devign__15_vulnerable_static_void_mm_rearm_timer,devign,input_sources/devign/15_vulnerable_static_void_mm_rearm_timer.c,mm_rearm_timer,0,8.525628800271079e-06,0.9999914743711997,109,188,success,/repo/input_sources/devign/15_vulnerable_static_void_mm_rearm_timer.c,success,
devign__16_vulnerable_static_int_mxg_update_cache,devign,input_sources/devign/16_vulnerable_static_int_mxg_update_cache.c,mxg_update_cache,0,1.86682691527551e-09,0.9999999981331731,193,436,success,/repo/input_sources/devign/16_vulnerable_static_int_mxg_update_cache.c,success,
devign__17_vulnerable_static_void_FUNCC,devign,input_sources/devign/17_vulnerable_static_void_FUNCC.c,FUNCC,0,0.0760723277926445,0.9239276722073555,168,259,success,/repo/input_sources/devign/17_vulnerable_static_void_FUNCC.c,success,
devign__18_vulnerable_mpeg1_decode_sequence,devign,input_sources/devign/18_vulnerable_mpeg1_decode_sequence.c,mpeg1_decode_sequence,1,0.8990591168403625,0.8990591168403625,698,1523,success,/repo/input_sources/devign/18_vulnerable_mpeg1_decode_sequence.c,success,
devign__19_non_vulnerable_const_char_get_feature_xml,devign,input_sources/devign/19_non_vulnerable_const_char_get_feature_xml.c,unknown,0,3.863283927785233e-05,0.9999613671607221,254,612,success,/repo/input_sources/devign/19_non_vulnerable_const_char_get_feature_xml.c,success,
devign__20_non_vulnerable_static_int_vfio_set_resample_eventfd,devign,input_sources/devign/20_non_vulnerable_static_int_vfio_set_resample_eventfd.c,vfio_set_resample_eventfd,0,0.11510657519102097,0.884893424808979,202,403,success,/repo/input_sources/devign/20_non_vulnerable_static_int_vfio_set_resample_eventfd.c,success,
